시도,시군구,허가구분,건축구분,주건축물수,부속건축물동수,주용도,기타용도,대지면적(_),건축면적(_),건폐율(%),연면적(_),용적률산전용면적(_),용적률(%),주용도(동),대표용도(동),세대수(동),호수(동),가구수(동),주구조(동),기타구조(동),지붕구조(동),건축면적(동)(_),연면적(동)(_),용적률산정용면적(동)(_),지하층수(동),지상층수(동),높이(m),승용승강기수(동),비상용승강기수(동),설계자상호명,허가_비허가
제주특별시,군산시,증축신고,신축,1,0,제2종근린생활시설,다가구주택 및 제2종근린생활시설(일반음식점),660,198,45.6336,419.26,399.55,53.18,제2종근린생활시설,일반음식점,10,0,4,철근콘크리트구조,철근콘크리트구조,철근콘크리트,135,142.12,170,1,8,9.032,0,0,아키펌&나우 건축사사무소,허가
대전광역시,천안시 서북구,증축신고,신축,171,1,제2종근린생활시설,휴게소,"22,815","1,030.71",4.3489,"1,166.44","1,166.44",23.24,동.식물관련시설,제조업소,0,0,2,경량철골구조,철근콘크리트구조,기타지붕,51.41,54.37,54.37,0,1,7.8,0,0,(주)예공건축사사무소,허가
전라북도,고양시 일산동구,신축허가,신축,1,2,제1종근린생활시설,"휴게음식점,사무소,단독주택","2,840",235.76,41.52,154.37,"1,328.16",18.69,제1종근린생활시설,기타창고시설,5,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,51.41,198.18,218.44,0,3,2.4,1,0,(주)예가건축사사무소,허가
전라남도,문경시,증축신고,신축,1,0,제2종근린생활시설,"관리동, 휴게음식점, 소매점","1,327","1,030.71",19.1279,"1,166.44","1,166.44",64.99,동.식물관련시설,소매점,0,0,1,경량철골구조,경량철골구조,(철근)콘크리트,512.37,54.37,54.37,1,5,2.47,3,0,(주)케이지엔지니어링 종합건축사사무소,허가
경기도,함안군,신축신고,신축,1,3,제1종근린생활시설,소매점,410,162.56,16.1515,198.55,900,87.92,동.식물관련시설,기타동식물관련시설,0,0,2,일반철골구조,철근콘크리트구조,기타지붕,99.3,98,96,0,0,13.1,0,0,한솔 건축사사무소,허가
경기도,순천시,신축허가,증축,1,0,공장,공장,"7,499","1,314.26",14.33,55.89,"1,340.74",68.56,제1종근린생활시설,다가구주택,2,0,1,경량철골구조,일반철골구조,기타지붕,218.4,168,166.5,0,3,7.4,1,0,대한 건축사사무소,허가
충청남도,경주시,협의건축물,신축,2,0,제1종근린생활시설,다세대주택,"1,440",75.39,49.55,198,18,158.18,공동주택,항만시설,3,0,2,일반철골구조,철근콘크리트구조,기타지붕,360,105,189,0,3,4.35,0,0,(주)태창종합건축사사무소,허가
강원도,횡성군,신축허가,신축,1,0,제1종근린생활시설,단독주택,217.9,"1,087.20",42,315.31,142.48,516.96,공동주택,휴게음식점,0,0,4,철근콘크리트구조,철근콘크리트구조,슬레이트,77,61.8,169.64,0,5,6.84,1,0,우일건축사사무소,허가
경상북도,안성시,신축허가,신축,1,1,야영장시설,공장(지식산업센터),"2,480",900,49.67,198,198,34.18,방송통신시설,항만시설,0,0,0,철근콘크리트구조,철근콘크리트구조,기타지붕,351.72,79.93,269.4,0,5,10.65,1,0,건축사사무소 동호,허가
서울특별시,충주시,증축신고,신축,1,0,단독주택,농가주택,"1,328",148.58,54.4,788.63,365.6,28.5905,제2종근린생활시설,기타동식물관련시설,6,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,39.22,162.45,73.65,1,5,11.4,0,0,에코건축사사무소,허가
경상남도,아산시,신축신고,신축,1,0,제1종근린생활시설,축사 / 우사,"47,430.40",226.14,59.419,104.63,"5,065.88",880.6163,제1종근린생활시설,기타사무소,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,97.46,328.29,206.98,0,2,10.54,1,0,(주)뿌리건축사사무소,허가
제주특별시,고창군,증축신고,증축,1,1,동.식물관련시설,성당,"6,606.20","2,891.80",4.58,"32,290.69","1,037.57",53.24,동.식물관련시설,휴게음식점,0,0,2,철근콘크리트구조,철근콘크리트구조,기타지붕,0,18,0,1,8,12.1,2,0,민건축사사무소,허가
경상북도,원주시,증축허가,증축,1,1,단독주택,단독주택,"1,730","1,606.80",17.832,"3,034",120.8,17.3913,제2종근린생활시설,단독주택,0,0,2,강파이프구조,철근콘크리트구조,기타지붕,94.39,"1,273.88",298.53,0,1,9.1,0,0,이기오건축사사무소,허가
충청남도,상주시,협의건축물,이전,1,2,동.식물관련시설,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),"1,321","1,015.80",51.69,940.5,270.77,192.13,동.식물관련시설,기타제1종근린생활시설,2,0,4,철근콘크리트구조,철근콘크리트구조,철근콘크리트,365.4,37.41,487.57,1,7,3.16,1,0,두인 건축사 사무소,허가
경기도,정읍시,용도변경허가,증축,1,1,동.식물관련시설,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),164,600,16.06,157.35,284.06,126.16,단독주택,사무소,4,0,2,일반철골구조,철근콘크리트구조,기타지붕,94.32,15.84,"10,276.65",1,2,4.9,1,0,에이탑건축사사무소 주식회사,허가
경상북도,경주시,신축신고,신축,3,1,동.식물관련시설,사무소,"11,917","1,030.71",43.58,"8,972.16",812.085,176.6387,동.식물관련시설,제조업소,1,0,1,일반철골구조,철근콘크리트구조,기타지붕,84.14,"4,434.69","2,770.10",0,0,6.5,0,0,한빛건축사사무소,허가
전라북도,유성구,신축허가,신축,1,4,단독주택,단독주택,"1,157",477.83,2.1731,"1,580.90",643.76,57.165,단독주택,축사,6,0,0,경량철골구조,철근콘크리트구조,철근콘크리트,"2,991.57",247.8,223.68,0,3,6,1,0,정원건축사사무소,허가
경상남도,영주시,신축신고,신축,1,1,단독주택,단독주택,329.1,532.92,39.99,197.16,462,50.3737,단독주택,단독주택,0,0,3,철근콘크리트구조,철근콘크리트구조,기타지붕,"2,068.22",94.1,203,0,2,7.15,0,0,해인ENC 건축사사무소,허가
경상북도,순천시,협의건축물,용도변경,4,0,관광휴게시설,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),"1,322",184,50.3,"2,537.24",228.35,24.05,운동시설,항만시설,0,0,0,강파이프구조,경량철골조,기타지붕,464.82,444.24,111.4,0,0,2.7,0,0,황기원 건축사사무소,허가
충청북도,보령시,증축신고,신축,1,2,단독주택,제1종근린생활시설,"1,299","1,030.71",31.59,"1,166.44","1,166.44",2.4593,제2종근린생활시설,다가구주택,11,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,46.5,530.46,721.89,0,6,21.7,2,0,(주)케이지엔지니어링 종합건축사사무소,허가
제주특별자치도,곡성군,증축신고,증축,2,3,창고시설,소매점,"7,762","2,485.48",45.86,299.88,524.2,19.7125,제1종근린생활시설,제조업소,0,0,1,일반철골구조,철근콘크리트,기타지붕,66.42,"1,620",6,0,0,8.1,0,0,(주)하니플랜건축사사무소,허가
경상북도,기장군,신축신고,신축,1,0,단독주택,제2종근린생활시설,596,148.17,34.47,274.08,30.6,39.46,제2종근린생활시설,다가구주택,12,0,1,경량철골구조,철근콘크리트구조,기타지붕,231,69.56,"78,466.65",0,2,6.5,2,0,건축사사무소 낙현재,허가
경기도,북구,신축허가,신축,1,1,제1종근린생활시설,다가구주택,688,"4,474.56",24.86,"15,455.25",598.1,19.4899,제2종근린생활시설,단독주택,4,0,0,경량철골구조,철근콘크리트구조,기타지붕,18,142.48,42.57,0,4,14.2,0,0,두리종합건축사사무소,허가
경기도,시흥시,신축신고,신축,1,2,제2종근린생활시설,사무소,"5,950",134.25,61.4747,193.16,91.9,15.94,제2종근린생활시설,단독주택,0,0,1,단일형강구조,철근콘크리트구조,기타지붕,500.98,72.89,391.2,0,2,7.85,0,0,민건축사사무소,허가
전라북도,양주시,신축허가,신축,1,0,제2종근린생활시설,단독주택,"2,789",169.45,25.56,"35,519.57",219.82,13.6187,동.식물관련시설,축사,0,0,1,강파이프구조,철근콘크리트구조,기타지붕,523.2,"13,386.56",830.99,0,0,5.7,0,0,이기오건축사사무소,허가
전라남도,이천시,신축신고,신축,1,0,단독주택,"축사,퇴비사,관리사,창고,장비고",811.5,230.92,27.3869,"2,595.91",162.38,19.59,단독주택,일반음식점,2,0,0,경량철골구조,일반철골구조,기타지붕,43.55,96,21,0,1,17,0,0,유한회사 진건축사사무소,허가
경상북도,해남군,신축신고,신축,2,2,제2종근린생활시설,단독주택,504,59.82,8.6252,585.39,141.38,56.16,제2종근린생활시설,기타공장,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,77.19,117.1,"1,431.68",0,0,10.6,1,0,나무건축사사무소,허가
충청남도,충주시,신축허가,신축,6,2,방송통신시설,농업용창고,123.7,234.7,53.3193,303.75,194.73,333.1785,방송통신시설,기타창고시설,0,0,0,단일형강구조,철근콘크리트조,기타지붕,"5,378.16",557.14,85.23,0,0,4.9,0,0,청종 건축사사무소,허가
인천광역시,달서구,증축신고,신축,1,1,제1종근린생활시설,교회,"1,253,145",190.04,44.22,"3,332.52",458.18,38.03,동.식물관련시설,축사,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,370.5,82.34,97.11,0,0,4.9,0,0,태경건축사사무소,허가
경상남도,서구,협의건축물,용도변경,1,0,동.식물관련시설,단독주택,"47,430.40",390.8,12.94,87.88,591.24,13.7678,동.식물관련시설,사무소,0,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,199.17,313.73,284.06,1,3,8.9,0,0,건축사사무소반디,허가
경상북도,양산시,신축신고,신축,2,0,제2종근린생활시설,단독주택,255,"2,359.07",46.82,"1,077.57",472.4,30.78,단독주택,다가구주택,0,0,1,일반철골구조,철근콘크리트구조,기타지붕,96.62,54.37,54.37,0,2,2.9,1,0,길건축사사무소,허가
제주특별시,목포시,증축신고,증축,4,0,제2종근린생활시설,단독주택,378,107.18,59.2352,411.66,"2,998.82",50.6975,동.식물관련시설,제조업소,9,0,0,경량철골구조,철근콘크리트구조,기타지붕,56.82,49.96,99.94,0,3,4.5,0,0,건축사사무소디딤돌,허가
전라북도,계룡시,신축신고,신축,1,1,단독주택,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),121.72,493.2,39.42,202.52,79.45,22.63,제2종근린생활시설,다세대주택,0,0,2,일반철골구조,철근콘크리트구조,기타지붕,82.41,49,198.55,0,0,5.1,0,0,건승 건축사사무소,허가
경상남도,춘천시,증축허가,증축,1,2,단독주택,단독주택,819,623.98,30.14,74.7,357.35,37.68,단독주택,단독주택,5,0,1,일반철골구조,철근콘크리트구조,기타지붕,10.08,202.5,14.4,1,2,4.65,0,0,삼오종합건축사사무소,허가
경기도,중구,증축신고,신축,3,0,제2종근린생활시설,"취사장,화장실","2,262",198,20.51,198,198,17.63,동.식물관련시설,일반음식점,0,0,3,경량철골구조,"철근콘크리트조, 경량철골구조",기타지붕,0,0,0,0,1,7.2,0,0,건축사사무소 비움,허가
전라북도,서천군,신축신고,신축,1,3,동.식물관련시설,단독주택,276,"1,030.71",9.4769,"5,766.48",287.36,2.4593,제1종근린생활시설,일반공장,14,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,794.3,"10,770.08",99.58,0,6,49.4,0,0,건축사사무소이건설계,허가
강원도,포항시 북구,신축허가,신축,1,0,동.식물관련시설,단독주택,824,99.12,32.01,495.5,419.88,35.53,동.식물관련시설,단독주택,3,0,0,경량철골구조,철근콘크리트구조,(철근)콘크리트,364.5,356.4,87.6,0,0,9,0,0,선우건축사사무소,허가
전라남도,김포시,용도변경허가,용도변경,3,0,제1종근린생활시설,다가구주택,300.2,155.69,31.67,129.87,539.14,199.97,제1종근린생활시설,기타동식물관련시설,0,0,1,일반철골구조,철근콘크리트구조,기타지붕,85.8,81.47,98.25,1,3,7.6,1,0,그린건축사사무소,허가
경기도,양산시,용도변경허가,신축,4,1,종교시설,일반음식점,"47,430.40",739.3,6.15,121.51,184.24,55.4,방송통신시설,항만시설,11,0,0,경량철골구조,철근콘크리트구조,(철근)콘크리트,515.97,330.99,339.3,0,2,7.92,0,0,건축사사무소 수건축,허가
경상북도,나주시,신축신고,신축,1,2,단독주택,단독주택,"5,039",59.88,17.1038,79.15,324.93,432.58,단독주택,단독주택,0,0,0,강파이프구조,철근콘크리트구조,기타지붕,156,81,168,0,0,5.1,0,0,송건축사사무소,허가
경상남도,천안시 동남구,신축허가,신축,1,1,단독주택,위락시설,597,215.7,57.4866,"11,877.60","2,152.84",31.52,동.식물관련시설,다가구주택,2,0,0,일반철골구조,철근콘크리트구조,기타지붕,225.8,178.2,94.17,1,3,8.7,1,0,해오름건축사사무소,허가
제주특별시,옹진군,신축허가,신축,1,3,공장,동.식물관련시설,372,240,11.1699,49.53,444.24,37.4,제1종근린생활시설,일반창고,6,0,0,경량철골구조,철근콘크리트구조,(철근)콘크리트,199.07,100,264,0,2,4,0,0,(주)건우종합건축사사무소,허가
경상남도,고양시 일산동구,신축허가,신축,4,3,제1종근린생활시설,소매점,397.3,"1,038.96",11.42,"4,982",596,5.91,동.식물관련시설,일반창고,0,0,1,강파이프구조,철근콘크리트구조,기타지붕,28.58,-16,555.34,0,1,9.15,0,0,(주)나우종합건축사사무소,허가
전라남도,태안군,신축신고,신축,1,3,단독주택,소매점,273.9,124.35,34.57,930,"4,370.44",74.92,단독주택,단독주택,0,0,0,경량철골구조,일반철골구조,기타지붕,34.2,466.38,9.64,0,3,2.5,1,0,대경건축사사무소,허가
충청북도,제천시,증축신고,신축,1,0,제2종근린생활시설,작물재배사,592,215.62,3.18,"2,521.76",235.08,99.65,단독주택,사무소,0,0,3,철근콘크리트구조,철근콘크리트구조,기타지붕,199.67,391.2,44.95,0,1,2.9,0,0,(주)다우건축사사무소,허가
제주특별시,김포시,증축신고,신축,1,0,제1종근린생활시설,다가구,"24,033",148.36,16.37,349.44,95.95,7.45,공장,주유소,12,16,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,16.64,75.9,11.66,1,3,9.49,2,0,주식회사 동원건축사사무소,허가
경기도,영암군,신축허가,증축,1,2,공장,단독주택,706,148.25,37.62,"5,189.64","3,437.73",34.8899,제1종근린생활시설,기타공장,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,350,199.76,123.2,0,4,2.9,1,0,(주)바우하우스건축사사무소,허가
전라남도,김해시,도시환경협의(건축허가),증축,4,0,제1종근린생활시설,공장,"2,840","2,083.20",56.89,620.41,225.01,113.87,동.식물관련시설,기타공장,0,0,0,일반철골구조,"파이프, 조적조, 경량철골조",기타지붕,12.89,591.6,287.42,0,0,6.3,0,0,건축사사무소IA,허가
경기도,횡성군,증축허가,증축,2,1,공장,다가구주택,"1,007.70",527.75,28.77,180.09,111.57,19.9676,동.식물관련시설,일반창고,0,0,0,경량철골구조,"파이프, 조적조, 경량철골조",기타지붕,0,0,0,1,5,3.16,1,0,소야 건축사사무소,허가
경상북도,성북구,신축신고,신축,2,0,제1종근린생활시설,단독주택,186.8,"1,030.71",19.84,"1,166.44","1,166.44",6.38,제1종근린생활시설,기타동식물관련시설,3,0,0,강파이프구조,철근콘크리트구조,기타지붕,200.45,14.5,170.44,0,1,11.5,0,0,종합건축사사무소예람,허가
경상북도,정읍시,용도변경신고,증축,1,0,제1종근린생활시설,노인복지시설,649.8,173.15,24.94,372.01,"1,522.50",93.23,제1종근린생활시설,축사,6,0,1,시멘트블럭조,강파이프구조,기타지붕,84,0,0,0,3,8.25,1,0,맵스아키텍츠 건축사사무소,허가
강원도,용인시 수지구,증축신고,증축,1,2,운동시설,공항시설,"16,500","8,689.63",19.13,"2,771.36","3,064.50",15.032,공동주택,생활숙박시설,0,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,-20.4,75.51,205.92,1,6,4.73,1,0,(주)케이지엔지니어링 종합건축사사무소,허가
서울특별시,홍천군,신축허가,신축,1,1,제2종근린생활시설,소매점,871,95.66,32.6475,445.025,80.9,16.92,단독주택,축사,7,0,3,일반목구조,철근콘크리트구조,기타지붕,62.93,900.6,142.1,0,3,4,2,0,(주)예인피앤에이치건축사사무소,허가
충청북도,서산시,도시환경협의(건축허가),이전,1,1,제2종근린생활시설,"제1,2종근린생활시설","1,405",112.81,49.63,88.27,557.89,37.3505,제2종근린생활시설,소매점,7,0,0,일반철골구조,일반철골구조,기타지붕,18.9,186.95,4.29,0,1,7.1,1,0,거성 건축사사무소,허가
제주특별시,동구,증축허가,증축,171,3,공장,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),"6,220","1,047.75",59.69,498,431.22,11.9353,노유자시설,휴게소,16,0,0,일반철골구조,철근콘크리트조,(철근)콘크리트,65,99.34,99.5,0,3,5.3,0,0,(주)케이지엔지니어링 종합건축사사무소,허가
강원도,서귀포시,증축허가,증축,1,2,동.식물관련시설,의원,"2,364","1,030.71",30.5031,52.2,228.6,104,제2종근린생활시설,사무소,1,0,2,철근콘크리트구조,컨테이너조,(철근)콘크리트,227.7,179.78,"1,788.08",0,6,13.6,0,0,주식회사 공감도시건축건축사사무소,허가
경기도,음성군,신축신고,신축,2,0,자동차관련시설,소매점,"11,599",545.4,19.8903,678.43,146.16,19.92,노유자시설,휴게음식점,11,0,0,일반철골구조,철근콘크리트구조,기타지붕,81.94,678.72,344,0,2,4.98,1,0,건축사사무소다연,허가
경상북도,남원시,신축허가,신축,1,0,동.식물관련시설,마을주민공동이용시설,569,134.36,21.73,15,"4,359.91",112.24,공장,기타창고시설,20,0,4,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,51.41,54.37,"25,135.08",0,5,8.8,2,0,청운건축사사무소,허가
경상북도,홍성군,신축신고,신축,3,1,방송통신시설,의원,"47,430.40",103.25,17.3913,"2,118.40",157.35,138.48,방송통신시설,항만시설,8,0,1,경량철골구조,철근콘크리트구조,기타지붕,192.24,2.4,9.43,1,5,14.8,1,0,도경건축사사무소,허가
경기도,함평군,신축신고,신축,2,0,동.식물관련시설,축사(돈사),660,33,59.3,575.67,"2,595.91",27.18,동.식물관련시설,일반음식점,16,0,1,일반철골구조,철근콘크리트구조,기타지붕,0,0,0,1,3,7.6,1,0,건축사사무소IA,허가
경상남도,함평군,용도변경신고,증축,1,0,단독주택,단독주택,"1,036",596.64,21.1,83.16,36,41.51,단독주택,단독주택,5,0,0,강파이프구조,철근콘크리트구조,(철근)콘크리트,495,99.64,310,1,4,6.8,1,0,(주)지앤에이 건축사사무소,허가
경상남도,진천군,신축허가,신축,0,0,단독주택,창고,660,166.55,19.89,859.17,117.64,3.84,단독주택,기타동식물관련시설,0,0,3,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,0,128,495,0,0,8.4,0,0,마루 건축사사무소,허가
전라남도,아산시,신축허가,신축,1,2,제1종근린생활시설,제조업소,"3,104",76.71,2.1731,191.19,386.76,2.4593,동.식물관련시설,제조업소,0,0,2,철근콘크리트구조,철근콘크리트구조,기타지붕,139.18,"33,740.60",102.24,0,1,7.35,0,0,(주)도솔 건축사사무소,허가
경상북도,남원시,신축허가,신축,12,4,동.식물관련시설,다가구주택,701,532.92,32.2468,1971.08,335.01,42.4863,공장,소매점,0,0,0,일반목구조,철근콘크리트구조,기타지붕,462.81,498.71,298.69,1,0,5.45,1,0,동두천건축사사무소주식회사,허가
경기도,진주시,신축신고,신축,1,0,제2종근린생활시설,다가구주택,432,378.3,27.31,463.72,199.17,12.68,동.식물관련시설,일반음식점,4,0,3,경량철골구조,철근콘크리트구조,기타지붕,51.41,274,54.37,0,2,7.7,0,0,대성 건축사사무소,허가
제주특별시,계룡시,증축신고,증축,1,0,제2종근린생활시설,작물재배사(버섯재배사),"2,232.70",115.67,5.7,83.36,88.39,13.62,제1종근린생활시설,제조업소,0,0,2,철근콘크리트구조,벽돌조,(철근)콘크리트,77,356.4,566.49,1,3,12.15,0,0,노아건축사사무소,허가
서울특별시,남원시,신축허가,신축,1,0,방송통신시설,단독주택,660.5,120,15.17,230.3,198,31.9142,방송통신시설,다세대주택,11,0,0,일반철골구조,철근콘크리트구조,기타지붕,0,0,0,2,3,7.5,0,0,건축사사무소진,허가
충청북도,제주시,신축신고,신축,1,0,제2종근린생활시설,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),199.1,147.69,53.49,"2,920.84",54.68,2.4593,제2종근린생활시설,마을공동시설,7,0,3,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,100.8,"1,289.60",59.82,1,6,18.64,1,0,건축사사무소 건.환,허가
경상북도,경주시,신축허가,신축,3,2,제2종근린생활시설,일반창고,661,80.49,52.2293,146.16,789.56,19.25,동.식물관련시설,구기장,0,0,1,일반철골구조,철근콘크리트구조,(철근)콘크리트,87.99,101.94,9.43,0,0,7.5,0,0,미건기술건축사사무소,허가
경상남도,광양시,신축허가,신축,2,0,동.식물관련시설,단독주택,"4,033",409.14,33.01,488.27,"11,548.73",8.04,제1종근린생활시설,단독주택,2,0,0,경량철골구조,철근콘크리트구조,기타지붕,51.41,54.37,54.37,0,1,11.2,0,0,서원건축사사무소,허가
경기도,아산시,신축허가,신축,2,0,제2종근린생활시설,제조업소,"1,038",189.66,30.25,"33,740.60",721.89,14.9174,제2종근린생활시설,의원,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,61.2,80,198,0,0,6.5,0,0,건축사사무소 도우,허가
경기도,강진군,증축신고,신축,1,1,업무시설,단독주택,"1,612","1,047.54",55.72,366,"1,385.39",188.38,숙박시설,기타사무소,0,0,0,일반목구조,철근콘크리트구조,(철근)콘크리트,126,390,61.32,0,0,4.1,0,0,상록건축사사무소,허가
경상남도,장흥군,신축신고,신축,1,0,제1종근린생활시설,농가주택,"22,967",918.8,57.86,"3,656.01","2,173.99",36.09,동.식물관련시설,일반음식점,2,0,0,기타조적구조,철근콘크리트구조,기타지붕,78.3,185.06,658.59,0,5,15.4,1,0,건축사사무소 도원,허가
서울특별시,사천시,신축허가,신축,1,3,제2종근린생활시설,단독주택,"1,320",246.21,52.59,317.96,580.24,99.75,동.식물관련시설,다가구주택,0,0,3,경량철골구조,철근콘크리트구조,기타지붕,0,111.52,98.37,0,1,4.65,0,0,건축사사무소 광장,허가
인천광역시,동구,증축신고,신축,1,0,제1종근린생활시설,다가구주택및근생,"5,876",119.5,2.1731,399.7,60.45,1.8292,동.식물관련시설,기타제1종근린생활시설,2,0,0,일반철골구조,철근콘크리트구조,(철근)콘크리트,173.15,182.31,252.06,2,6,7.26,1,0,문 건축사사무소,허가
전라북도,제주시,신축허가,신축,1,0,단독주택,사무소,192,940.5,19.81,111,"4,211.12",39.82,단독주택,축사,0,0,0,일반목구조,철근콘크리트구조,기타지붕,200.8,153.76,569.74,0,0,15.9,0,0,장건축사사무소,허가
전라남도,청주시 청원구,신축허가,증축,1,0,동.식물관련시설,생활숙박시설,253.1,262.79,39.82,"1,423.30","4,141.26",165.79,제1종근린생활시설,일반음식점,6,0,0,경량철골구조,철근콘크리트구조,기타지붕,56.99,70.13,201.25,0,0,7.9,0,0,건축사사무소대성,허가
경기도,경주시,신축신고,신축,2,0,단독주택,단독주택,"807,340",35.11,17.95,"6,224.30","3,993",39.72,동.식물관련시설,다가구주택,6,0,0,경량철골구조,철근콘크리트구조,기타지붕,110.69,86.28,109.56,0,2,3.16,0,0,동진 건축사사무소,허가
충청남도,가평군,신축신고,신축,3,0,제2종근린생활시설,다세대주택,841,63.75,33.01,"1,386",127.57,25.8125,동.식물관련시설,축사,16,0,1,일반철골구조,철근콘크리트구조,기타지붕,139.5,444.24,900.6,0,1,6.45,0,0,건축사사무소이원,허가
경상남도,정읍시,신축허가,증축,6,0,제1종근린생활시설,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),"47,430.40","1,030.71",18.55,415.4,381.55,13.0131,제2종근린생활시설,소매점,0,0,1,경량철골구조,경량철골구조,기타지붕,61.33,21.71,210,1,5,6.1,1,0,민건축사사무소,허가
경기도,화성시,신축신고,신축,1,0,제2종근린생활시설,제1종근린생활시설,329.1,140.7,29.45,160.83,170.81,13.7994,동.식물관련시설,기타공장,5,0,2,일반철골구조,철근콘크리트구조,기타지붕,792,129.35,"6,261.10",0,2,5.845,0,0,(주)케이지엔지니어링 종합건축사사무소,허가
경상남도,평택시,신축허가,신축,1,0,제1종근린생활시설,(단독주택),660,72.75,7.8788,497.5,"5,705.10",13.72,제1종근린생활시설,사무소,1,0,0,단일형강구조,철근콘크리트구조,기타지붕,136.62,14.72,117.68,0,0,5.8,0,0,종합건축사사무소아진,허가
충청남도,청주시 흥덕구,증축신고,증축,1,0,방송통신시설,축사,"1,720",159.84,21.4077,141.4,"2,083.20",138.29,관광휴게시설,기타 운동시설,2,0,0,일반철골구조,철근콘크리트구조,기타지붕,95.66,48.63,435.44,0,2,8.6,0,0,(주)다올건축사사무소,허가
경상북도,강릉시,신축신고,신축,1,2,제2종근린생활시설,주택,"1,636",392,9.03,190,347.46,57.9,동.식물관련시설,단독주택,5,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,96,198,100,0,2,2.6,0,0,바로구조건축사사무소,허가
광주광역시,공주시,증축신고,증축,1,0,동.식물관련시설,사무소,265,"27,628.92",32.73,167.74,503.53,345.96,제2종근린생활시설,일반음식점,1,0,0,경량철골구조,철근콘크리트구조,기타지붕,54,223.68,65.02,0,2,11.9,0,0,주식회사 울림건축사사무소,허가
경기도,북구,증축신고,증축,1,1,동.식물관련시설,단독주택,"2,510",96.67,2.1,58,276.15,133.4,동.식물관련시설,제조업소,13,0,2,경량철골구조,철근콘크리트구조,(철근)콘크리트,43.5,398.46,"4,098.74",0,7,10.415,1,0,대웅건축사사무소,허가
전라북도,제주시,신축허가,신축,1,0,제1종근린생활시설,축사,"4,120.10",347.19,25.3483,141.08,"1,975.30",21.3076,제2종근린생활시설,축사,21,0,0,철근콘크리트구조,철근콘크리트구조,기타지붕,51.41,104.63,"4,522.59",1,4,10,2,0,건축사사무소 담쟁이,허가
경기도,달성군,증축허가,신축,1,0,제2종근린생활시설,축사(우사),139.6,144.22,43.68,"1,166.44","1,166.44",12.8,동.식물관련시설,일반창고,0,0,4,일반철골구조,일반철골구조,기타지붕,59.76,117.4,39.62,0,0,14,0,0,이형주 건축사사무소,허가
경상북도,아산시,신축신고,신축,1,2,단독주택,단독주택,823,704.37,2.1731,"1,796",532.14,99.61,단독주택,사무소,0,0,2,강파이프구조,철근콘크리트구조,기타지붕,51.41,118.65,129.72,0,0,4,0,0,건축사사무소 이안,허가
강원도,안성시,신축허가,신축,1,0,제2종근린생활시설,단독주택.소매점,324.8,"1,030.71",57.42,"1,166.44","1,166.44",2.4593,제2종근린생활시설,단독주택,0,0,2,강파이프구조,철근콘크리트구조,기타지붕,51.41,54.37,54.37,0,1,7.8,0,0,(주)신도시엔지니어링종합건축사사무소,허가
강원도,화천군,용도변경허가,증축,3,1,제2종근린생활시설,소매점,"5,069","5,170.44",32.25,118.6,680,199.94,단독주택,기타창고시설,0,0,2,철근콘크리트구조,철근콘크리트구조,기타지붕,13.29,45.9,414.45,0,2,2.5,0,0,좋은공간도영건축사사무소,허가
충청북도,사천시,도시환경협의(건축허가),증축,1,1,제2종근린생활시설,단독주택,"9,101",157.01,3.36,"1,166.44","1,166.44",43.9503,제2종근린생활시설,기타동식물관련시설,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,0,495,0,0,3,10.7,0,0,명가종합건축사사무소,허가
경상남도,남구,증축허가,용도변경,5,2,공장,부속창고,985,280.96,19.89,198,96,168,공장,노인복지시설,8,0,2,일반철골구조,철근콘크리트구조,철근콘크리트,149.77,199.68,247.5,1,6,15.55,2,0,신우건축사사무소,허가
충청북도,산청군,도시환경협의(건축허가),증축,1,2,창고시설,축사(우사),"1,445",187.15,43.93,782.34,"3,276.90",32.9069,창고시설,항만시설,2,0,1,단일형강구조,철근콘크리트구조,기타지붕,37.8,782.16,183.75,0,4,7.4,1,0,성호건축사사무소,허가
